"order_month","entity_description","monthly_spend","unique_vendors"
"2024-06-01 00:00:00-04","Department of Planning and Budget",3834606.20,2
"2024-06-01 00:00:00-04","Christopher Newport University",3832985.2372,141
"2024-06-01 00:00:00-04","DOC - Architecture and Engineering",3683766,6
"2024-06-01 00:00:00-04","Department for Aging and Rehabilitative Services",3681683.62,62
"2024-06-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",3502015.28,32
"2024-06-01 00:00:00-04","Department of Criminal Justice Services",2889507.46,38
"2024-06-01 00:00:00-04","Department of Blind and Vision Impaired",2835600.8410,55
"2024-06-01 00:00:00-04","Department of Medical Assistance Services",2813672.30,14
"2024-06-01 00:00:00-04","Department of Motor Vehicles",2802066.36,61
"2024-06-01 00:00:00-04","Keen Mountain Correctional Center",2631803.22,32
"2024-06-01 00:00:00-04","Catawba Hospital",2617876.058160,61
"2024-06-01 00:00:00-04","Department of Juvenile Justice",2615933.0760,72
"2024-06-01 00:00:00-04","DOC - Division of Institutions",2529157.168600,61
"2024-06-01 00:00:00-04","Eastern State Hospital",2427470.24,35
"2024-06-01 00:00:00-04","Central State Hospital",2414668.12,26
"2024-06-01 00:00:00-04","Fluvanna Correctional Center",2228850.78,28
"2024-06-01 00:00:00-04","Danville Community College",2133303.94,14
"2024-06-01 00:00:00-04","Virginia Department of Wildlife Resources",2120134.2612,50
"2024-06-01 00:00:00-04","Virginia Department for Veterans Services",1942690.2208,54
"2024-06-01 00:00:00-04","Correctional Enterprises",1687494.692160,57
"2024-06-01 00:00:00-04","Rappahannock Community College",1623897.7400,25
"2024-06-01 00:00:00-04","Lunenburg Correctional Center",1563645.18,22
"2024-06-01 00:00:00-04","Virginia Western Community College",1377922.1616,32
"2024-06-01 00:00:00-04","Bland Correctional Center",1369744.54,23
"2024-06-01 00:00:00-04","Department of Forestry",1359942.04,106
"2024-06-01 00:00:00-04","Virginia Correctional Center for Women",1352279.12,21
"2024-06-01 00:00:00-04","Department of Corrections - Academy",1271316.30,30
"2024-06-01 00:00:00-04","Department of Forensic Science",1250204.66,51
"2024-06-01 00:00:00-04","Library of Virginia",1228286.24,34
"2024-06-01 00:00:00-04","Fort Monroe Authority",1220190.9580,9
"2024-06-01 00:00:00-04","Richard Bland College",1146956.30,40
"2024-06-01 00:00:00-04","Department of Housing and Community Development",1115122.5316,21
"2024-06-01 00:00:00-04","Greensville Correctional Center",1106635.16,24
"2024-06-01 00:00:00-04","Office of the Attorney General",969985.8960,44
"2024-06-01 00:00:00-04","Germanna Community College",969237.84,30
"2024-06-01 00:00:00-04","Buckingham Correctional Center",943595.14,26
"2024-06-01 00:00:00-04","Jamestown-Yorktown Foundation",932382.12,33
"2024-06-01 00:00:00-04","Science Museum of Virginia",918608.54,37
"2024-06-01 00:00:00-04","Dillwyn Correctional Center",898843.9280,28
"2024-06-01 00:00:00-04","Piedmont Geriatric Hospital",880670.9830,28
"2024-06-01 00:00:00-04","Division of Community Corrections",880272.9920,52
"2024-06-01 00:00:00-04","Marion Correctional Treatment Center",878607.24,23
"2024-06-01 00:00:00-04","Coffeewood Correctional Center",819742.16,26
"2024-06-01 00:00:00-04","Goochland County Public Schools",801912,1
"2024-06-01 00:00:00-04","Virginia Highlands Community College",725394.56,17
"2024-06-01 00:00:00-04","New River Community College",713456.8376,14
"2024-06-01 00:00:00-04","Southern Virginia Mental Health Institute",689275.24,46
"2024-06-01 00:00:00-04","Nottoway Correctional Center",669671.64,20
"2024-06-01 00:00:00-04","Virginia Employment Commission",631652.66,19
"2024-06-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",594249.307420,40
"2024-06-01 00:00:00-04","Virginia Veterans Care Center",582795.72,21
"2024-06-01 00:00:00-04","County of Loudoun",579700.70,1
"2024-06-01 00:00:00-04","Department of Health Professions",574243.6380,22
"2024-06-01 00:00:00-04","Metropolitan Washington Airports Authority",562660.60,1
"2024-06-01 00:00:00-04","Office of the State Inspector General",558800.32,3
"2024-06-01 00:00:00-04","County of Mathews",534468,1
"2024-06-01 00:00:00-04","Baskerville Correctional Center",511846.54,14
"2024-06-01 00:00:00-04","Department of Fire Programs",497814.46,15
"2024-06-01 00:00:00-04","Henrico County Government",479965.88,3
"2024-06-01 00:00:00-04","Wallens Ridge Correctional Center",478447.78,18
"2024-06-01 00:00:00-04","State Farm Correctional Center",471304.14,28
"2024-06-01 00:00:00-04","Virginia School for the Deaf and the Blind",450314.10,27
"2024-06-01 00:00:00-04","Town of Blacksburg",435661.94,2
"2024-06-01 00:00:00-04","Piedmont VA Community College",414810.58,33
"2024-06-01 00:00:00-04","Department of Treasury",414344.02,20
"2024-06-01 00:00:00-04","Department of Accounts",412302.30,8
"2024-06-01 00:00:00-04","Department of Elections",406633.3200,11
"2024-06-01 00:00:00-04","Department of Historic Resources",394981.08,11
"2024-06-01 00:00:00-04","VA Center for Behavioral Rehabilitation",383967.920500,30
"2024-06-01 00:00:00-04","Southeastern Virginia Training Center",368819.3280,53
"2024-06-01 00:00:00-04","Southampton County",346360,1
"2024-06-01 00:00:00-04","Mountain Empire Community College",342582,3
"2024-06-01 00:00:00-04","St. Brides Correctional Center",339468.1620,22
"2024-06-01 00:00:00-04","Amelia County Public Schools",330976.80,1
"2024-06-01 00:00:00-04","Indian Creek Correctional Center",323865.34,18
"2024-06-01 00:00:00-04","Pocahantas State Correctional Center",314289.50,17
"2024-06-01 00:00:00-04","Pulaski County Public Schools",298336.36,2
"2024-06-01 00:00:00-04","Manassas City Public Schools",295067.36,1
"2024-06-01 00:00:00-04","Marine Resources Commission",267858.8240,32
"2024-06-01 00:00:00-04","Haynesville Correctional Center",243296.82,26
"2024-06-01 00:00:00-04","Auditor of Public Accounts",238292.94,5
"2024-06-01 00:00:00-04","Southampton County Public Schools",220026,1
"2024-06-01 00:00:00-04","Augusta Correctional Center",205429.2792,6
"2024-06-01 00:00:00-04","Department of Small Business and Supplier Diversity",200946.42,13
"2024-06-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",194640.38,17
"2024-06-01 00:00:00-04","Deerfield Correctional Center",193295.96,24
"2024-06-01 00:00:00-04","Department of Labor and Industry",189118.54,21
"2024-06-01 00:00:00-04","Lancaster Schools",186108,1
"2024-06-01 00:00:00-04","Indigent Defense Commission",182387.68,16
"2024-06-01 00:00:00-04","River North Correctional Center",174706.5540,20
"2024-06-01 00:00:00-04","Frontier Culture Museum",168025.78,11
"2024-06-01 00:00:00-04","Green Rock Correctional Center",166102.6180,14
"2024-06-01 00:00:00-04","Albemarle County",160346,1
"2024-06-01 00:00:00-04","State Council of Higher Education",159585.36,9
"2024-06-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",158906.74,12
"2024-06-01 00:00:00-04","Campbell County Schools",158606.86,1
"2024-06-01 00:00:00-04","Northern Virginia Mental Health Institute",158372.78,16
"2024-06-01 00:00:00-04","Central Virginia Community College",149203.36,8
"2024-06-01 00:00:00-04","City of Petersburg",148000,1
"2024-06-01 00:00:00-04","County of Roanoke",147162.80,1
"2024-06-01 00:00:00-04","Southwest Virginia Community College",122930.0270,16
"2024-06-01 00:00:00-04","Department of Aviation",117382.98,15
"2024-06-01 00:00:00-04","Red Onion Correctional Center",104928.44,20
"2024-06-01 00:00:00-04","New College Institute",104907.22,5
"2024-06-01 00:00:00-04","Pittsylvania County Public Schools",102070.72,1
"2024-06-01 00:00:00-04","Southside Virginia Community College",76336.58,13
"2024-06-01 00:00:00-04","Veterans Services Foundation",74080,1
"2024-06-01 00:00:00-04","City of Harrisonburg",73581.40,1
"2024-06-01 00:00:00-04","Franklin County",72626.40,1
"2024-06-01 00:00:00-04","Virginia Board for People with Disabilities",71651.70,11
"2024-06-01 00:00:00-04","Brightpoint Community College",69993.36,20
"2024-06-01 00:00:00-04","Laurel Ridge Community College",66296.30,21
"2024-06-01 00:00:00-04","Fauquier County",64300,1
"2024-06-01 00:00:00-04","Workers Compensation Commission",55082.26,9
"2024-06-01 00:00:00-04","A.L. Philpott Manufacturing Extension Partnership",52400,3
"2024-06-01 00:00:00-04","Virginia Cannabis Control Authority",50977.7468,5
"2024-06-01 00:00:00-04","Stafford County Public Schools",42942.70,1
"2024-06-01 00:00:00-04","Blue Ridge Community College",41262.06,14
"2024-06-01 00:00:00-04","Dept of Professional and Occupational Regulation",38333.76,28
"2024-06-01 00:00:00-04","Virginia Museum of Natural History",35476.80,11
"2024-06-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",35421.7002,11
"2024-06-01 00:00:00-04","Wytheville Community College",34889.46,13
"2024-06-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",33165.2500,27
"2024-06-01 00:00:00-04","City of Lynchburg",32417.62,2
"2024-06-01 00:00:00-04","State Compensation Board",24918.46,1
"2024-06-01 00:00:00-04","Camp Community College",24699.84,7
"2024-06-01 00:00:00-04","Virginia Outdoors Foundation",24600,1
"2024-06-01 00:00:00-04","RSW Regional Jail Authority",24376.44,1
"2024-06-01 00:00:00-04","County of York",23102.40,1
"2024-06-01 00:00:00-04","Greater Richmond Transit Company",19736.86,5
"2024-06-01 00:00:00-04","Office of the Governor",16098.74,4
"2024-06-01 00:00:00-04","State Corporation Commission",15429.36,2
"2024-06-01 00:00:00-04","Pittsylvania County",15051.60,1
"2024-06-01 00:00:00-04","Motor Vehicle Dealer Board",14727.96,3
"2024-06-01 00:00:00-04","Mountain Gateway Community College",14587.00,3
"2024-06-01 00:00:00-04","Secretary of Administration",14204.68,7
"2024-06-01 00:00:00-04","Peninsula Airport Commission",12796.06,1
"2024-06-01 00:00:00-04","Encompass Community Supports",10004.80,2
"2024-06-01 00:00:00-04","Virginia Economic Development Partnership",9215.76,2
"2024-06-01 00:00:00-04","Poquoson City Public Schools",8948,1
"2024-06-01 00:00:00-04","Cooperative Extension",6597.50,2
"2024-06-01 00:00:00-04","Patrick & Henry Community College",6232.56,9
"2024-06-01 00:00:00-04","Virginia Tourism Corporation",5953.60,6
"2024-06-01 00:00:00-04","Eastern Shore Community College",4794.00,3
"2024-06-01 00:00:00-04","Western Region Correctional Field Units",4740,1
"2024-06-01 00:00:00-04","Board of Accountancy",4730.90,7
"2024-06-01 00:00:00-04","Clarke County",3719.20,1
"2024-06-01 00:00:00-04","Southern Virginia Higher Education",3471.20,1
"2024-06-01 00:00:00-04","Virginia Community College Shared Services Center",3264.70,4
"2024-06-01 00:00:00-04","Office of Childrens Services",3151.20,2
"2024-06-01 00:00:00-04","Commonwealth's Attorneys' Services Council",3057.88,2
"2024-06-01 00:00:00-04","Secretary of the Commonwealth",2835.92,3
"2024-06-01 00:00:00-04","Virginia Port Authority",2802.92,2
"2024-06-01 00:00:00-04","King William County",1968,1
"2024-06-01 00:00:00-04","District 19 Community Services Board",1590.20,1
"2024-06-01 00:00:00-04","Chesterfield County",1098.40,1
"2024-06-01 00:00:00-04","Virginia Racing Commission",964.58,2
"2024-06-01 00:00:00-04","Secretary of Health and Human Resources",856.78,1
"2024-06-01 00:00:00-04","Tobacco Region Revitalization Commission",643.04,1
"2024-06-01 00:00:00-04","Puller Veterans Care Center",493.08,1
"2024-06-01 00:00:00-04","Secretary of Public Safety",102.32,1
"2024-06-01 00:00:00-04","Virginia State Bar",63.84,1
